ids,smiles,C00341,C01789,C00078,C00049,C00183,C03506,C00187,C00079,C00047,C01852,C00407,C00129,C00235,C00062,C00353,C00148,C00073,C00108,C00123,C00135,C00448,C00082,C00041
C00001954,C1(C(N(C(C(C1([H])[H])([H])[H])([H])[H])[H])(C(C2(C(C(C(C3(C2(C(C(C(N3[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])C([H])([H])[H])([H])[H])[H])([H])[H])[H])([H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00051876,C1CNCCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00002208,C1(C(C(N2C(C1([H])[H])(C3(C(C(C2([H])[H])(C(N(C3([H])[H])[H])([H])C(C(=C([H])[H])[H])([H])[H])[H])([H])[H])[H])[H])=O)([H])[H])([H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00051891,C1CNC(CC1)CC(C2=CC=CC=C2)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00051877,C(CCC(C(=O)O)N)C(=O)[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00051878,C1C(N=CCC1)(C(O)=O)[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00051879,C1C(=NCCC1)C(O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00001387,C1(C(N(C(C(C1([H])[H])([H])[H])([H])C(=O)O[H])[H])([H])[H])([H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00002028,C1(C(C(N2C(C1([H])O[H])(C(C(C2([H])[H])([H])[H])(O[H])[H])[H])([H])[H])([H])O[H])(O[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00002075,C1(C(C(N2C(C1(O[H])[H])(C(C(C2([H])[H])([H])O[H])(O[H])[H])[H])([H])[H])([H])[H])([H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00007227,O(C(C(C(C(C(=O)O[H])([H])[H])([H])[H])(N(C(C(C(C(C(C(O[H])=O)(N([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])=O)[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00052004,O=CCCCC(C(O)=O)N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00051986,C1=C(NCCC1)C(O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00051973,C1CCN2C(C1)CCC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00051881,N12CCC(C1(CCCC2)[H])=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00051995,C1=C(C=CC=C1)C(CC2NC(CCC2)CC(=O)C3=CC=CC=C3)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00001939,C=12C(=C(C(N(C1C(C3(C4(C2(N(C(C(C4([H])[H])([H])[H])([H])[H])[H])C(C(=C3[H])C([H])([H])[H])([H])[H])[H])[H])([H])[H])[H])=O)[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00028361,C1(=C(C2(C(C3=C(C(C1([H])[H])(C2=C(C([H])([H])[H])[H])N([H])[H])C(=C(C(N3[H])=O)[H])[H])([H])[H])[H])[H])C([H])([H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00000208,C1(=C(N=C(C(=C1[H])C(=O)O[H])[H])[H])[H],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00002015,C1(C(N(C(C(C1([H])[H])([H])[H])([H])[H])[H])(C=2C(=C(C(=NC2[H])[H])[H])[H])[H])([H])[H],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00051893,C1=CC=CC(=C1)CC2(C(NC(C(N2)=O)(CO)[H])=O)[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00002340,C1(=C(C(C2(C(=C1[H])C(C34N2C(C(N(C3=O)C([H])([H])[H])(SS4)C(O[H])([H])[H])=O)([H])[H])[H])(O[H])[H])[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00002030,C1(C(N=C(C(C1([H])[H])([H])[H])C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00002031,C1(C(N(C(C(C1([H])[H])([H])[H])(C(C(C([H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00051900,C1C(NCCC1)C(CC)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00051901,C1CN(C(CC1)C(O)CC)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00023788,C=1(C(C(C2(C(C1[H])(C3(C(C(C2([H])[H])([H])[H])(C4(C(C(C3([H])[H])([H])[H])([H])C5(C(C(C4([H])[H])([H])[H])(C(C(C5(C(=C([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])C([H])([H])[H])C([H])([H])[H])[H])C([H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])=O)[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00025547,N1(C(C(C=2N(C1=S)C(=NC2[H])[H])([H])[H])([H])[H])C([H])([H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00051903,C=1NC(=CN1)CCN=C(O)CC(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00002195,C=1(C(=C(C2=C(C1[H])C(=C3C(=N2)OC(=C3[H])[H])OC([H])([H])[H])O[H])[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00051915,C=12C(=CC=CC1)C(N(C(C(N2)=O)CC3=CC=C(C=C3)OC)C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00017847,O=C1C(=C(N(C2=C1C(=C(C(=C2[H])[H])[H])[H])O[H])C([H])([H])[H])C(C(=C(C([H])([H])[H])C(C(C(=C(C(C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])[H])([H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00026388,C=1(C(N(C2=C(C1O[H])C(=C(C(=C2[H])[H])[H])[H])[H])=O)[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00026381,C1(=C(C(=C2C(=C1[H])N(=C(C(=C2O[H])[H])C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])=O)[H])[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00002191,C=1(C(=C(C2=C(C1[H])C(N3C(=N2)C(C(C3([H])[H])([H])[H])([H])O[H])([H])[H])[H])[H])[H],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00017933,C(C1(C=2N(C=3C(C(N1[H])=O)=C(C(=C(C3[H])[H])[H])[H])C(C=4C(N2)=C(C(=C(C4[H])[H])[H])[H])=O)[H])(C5=C(N(C6=C5C(=C(C(=C6[H])[H])[H])[H])[H])[H])([H])[H],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00017934,C(C1(N2C(C=3C(N(C1=O)[H])=C(C(=C(C3[H])[H])[H])[H])=NC=4C(C2=O)=C(C(=C(C4[H])[H])[H])[H])[H])(C5=C(N(C6=C5C(=C(C(=C6[H])[H])[H])[H])[H])[H])([H])[H],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00026496,C1(=C(C(=C2C(=C1[H])N(C(C(=C2C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])O[H])=O)[H])[H])[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00051926,C1=CC=C2C(=C1)C(N(C(C(N2)=O)=CC=3C=CC=CC3)C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00051921,C1=2C(C(N(C3(C(N1)=O)C(O3)C=4C=CC=CC4)C)=O)=CC=CC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00028286,C12(C=3N(C(C4=C(C(=C(C(=C4N3)[H])[H])[H])[H])=O)C(C(N1[H])=O)(C(C5(C6=C(N7C5(N(C(C7=O)(C([H])([H])[H])[H])[H])[H])C(=C(C(=C6[H])[H])[H])[H])O2)([H])[H])[H])C([H])([H])[H],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
C00051928,C=12C(=CC=CC1)C(N3C(=N2)C(NC(C3CC4(C=5C(N6C4NC(C6=O)(C)C)=CC=CC5)O)=O)C)=O,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
C00051929,C=12C(=CC=CC1)C(N(C(=N2)C(C)OC(=O)C)C3CC4(OC3=O)C=5C(N6C4(N(C(C6=O)(C)C)O[H])[H])=CC=CC5)=O,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
C00051930,N12C(C(NC(C1C)=O)CC3=CNC=4C3=CC=CC4)=NC=5C(C2=O)=CC=CC5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00051931,N12C(C3N(C(C1C)=O)C4C(C3)(C=5C(N4)=CC=CC5)C(C=C)(C)C)=NC=6C(C2=O)=CC=CC6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00016793,C1(=C(C(=C2C(=C1[H])C3(C(N2C(C([H])([H])[H])=O)(N4C(C3([H])[H])(C=5N(C(C4=O)(C([H])([H])[H])[H])C(C6=C(N5)C(=C(C(=C6[H])[H])[H])[H])=O)[H])[H])C(C(=C([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00016809,C12=C(C(=C(C(=C1[H])[H])[H])[H])C(N3C(=N2)C(N(C(C3(C(C4=C(N(C5=C4C(=C(C(=C5[H])[H])[H])[H])[H])[H])([H])[H])[H])=O)[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00016808,C12=C(C(=C(C(=C1[H])[H])[H])[H])C(N3C(=N2)C(N(C(C3(C(C4(C5=C(C(=C(C(=C5[H])[H])[H])[H])N6C4(N(C(C6=O)(C([H])([H])[H])[H])[H])[H])O[H])([H])[H])[H])=O)[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
C00051924,C1=CC=C2C(=C1)C3(C4(N2C(C(N4C(C(C3)N5C(C=6C(N=C5)=CC=CC6)=O)=O)C)=O)[H])O[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00051920,C1NC(C(N2C1=NC3=C(C2=O)C=CC=C3)CC4=CNC5=C4C=CC=C5)=O,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00026251,C1(=C(C(=C2C(=C1[H])N=C3N(C2=O)C4=C(C(N(C3([H])[H])[H])=O)C(=C(C(=C4[H])[H])[H])[H])[H])[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00051935,C1(C=2C(N3C(C4(N1CCC4)[H])=NC5=C(C3=O)C=C(C=C5)OC)=CC=CC2)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00051936,C1(=CC=C2C(=C1)C(N3C(=N2)C4(N(C(C5=C3C=CC(=C5)OC)=O)CCC4)[H])=O)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00052040,C1(C=CC2=C(N1O)C=CC=C2)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00002198,C=1(C(=C(C2=C(C1[H])C(=C3C(=N2)OC(=C3[H])[H])OC([H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00002151,C=1(C(=C(C2=C(C1[H])C(=C3C(=N2)OC(=C3[H])[H])OC([H])([H])[H])[H])[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00026424,C1(=C(C(=C(C2=C1N(C(=C(C2=O)[H])C(C(C(C(C(C(C(C(=C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])[H])[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00043797,N1=C2C(=C(C(=C1OC([H])([H])[H])C(C(O[H])(C(C([H])([H])[H])(O[H])C([H])([H])[H])[H])([H])[H])OC([H])([H])[H])C(=C(C3=C2OC(O3)([H])[H])[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00002189,C1(=C(C(=C2C(=C1[H])C3=C(C(N2C([H])([H])[H])=O)C(=C(C(O3)(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H])[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00051932,C=12C(=CC=CC1)N=C3C(NC2=O)CCC=4N3C(C=5C(N4)=CC=CC5)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00051942,C1=CC=C2C(=C1)C3=C(N2)C4(C(C3)(CCC5(C4(CCC6(C5=CC(C(O6)C(C)(C)O)O)[H])C)[H])[H])C,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00051944,C1=C2C3(OC(C(C1=O)(O3)[H])(C)C)CCC4(C2(CCC5(C4(C6=C(C5)C=7C(N6)=CC(=C(C7)CC=C(C)C)CC=C(C)C)C)[H])O)C,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00023578,C1(=C2C(=C3C(=C1[H])N(C4=C3C(C5(C4(C6(C(C(C5([H])[H])([H])[H])(C78C(C(C6([H])[H])([H])[H])(OC(C(C7(O8)[H])(O[H])[H])(C(C([H])([H])[H])(C([H])([H])[H])O[H])[H])[H])O[H])C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])C(C9(C(C2=O)(C(OC9(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])([H])[H])[H],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00016564,C1(=C(C(=C2C(=C1[H])N(C3=C2C(C4(C3(C5(C(C(C4([H])[H])([H])[H])(C67C(C(C5([H])[H])([H])[H])(OC(C(C6(O7)[H])(O[H])[H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])O[H])C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])[H])[H])[H],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00023585,C1(=C(C(=C2C(=C1[H])N(C3=C2C(C4(C3(C5(C(C(C4([H])[H])([H])[H])(C=6C7(C(C5([H])[H])([H])[H])OC(C(C6[H])=O)(C(C([H])([H])[H])(C([H])([H])[H])O7)[H])O[H])C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C(=C([H])[H])[H])[H])[H],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00051941,C1=CC=C2C(=C1)C3=C(N2)C4(C(C3)(CCC5(C4(CCC6(C5=CC(C(O6)C(C)(C)O)O)[H])C)[H])[H])C,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00051946,C1(C(C(OC(=O)C)(C)C)OC2(C3(C1O3)C4(C(CC2)(C5(C(CC4)CC6=C5NC7=C6C8=C(C=C7)C(C9(C(C8)(C(OC9(C)C)(C)C)[H])[H])=O)C)C)O)[H])O,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00051947,C1(C(=C(C)C)OC2(C3(C1O3)C4(C(CC2)(C5(C(CC4)(CC6=C5NC7=C6C8=C(C=C7)C(C9(C(C8)(C(OC9(C)C)(C)C)[H])[H])=O)[H])C)C)O)[H])O,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00026509,C12(C(C3(C(C(C1([H])[H])([H])[H])(C45C(C(C3([H])[H])([H])[H])(OC(C(C4(O5)[H])(O[H])[H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])O[H])C([H])([H])[H])(C6=C(C2([H])[H])C7=C(N6[H])C(=C(C8=C7C(C9(C(C8=O)(C(OC9(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])([H])[H])[H])[H])C([H])([H])[H])[H],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00023587,C1(=C(C(=C2C(=C1[H])N(C3=C2C(C4(C3(C5(C(C(C4([H])[H])([H])[H])(C=6C7(C(C5([H])[H])([H])[H])OC(C(C6[H])=O)(C(C([H])([H])[H])(C([H])([H])[H])O7)[H])O[H])C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])[H])C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00041516,C12(C(C(C(C(C1([H])[H])([H])[H])(O[H])[H])(C(C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])(C(C(C(C2(C(C3=C(N(C4=C3C(=C(C(=C4[H])[H])[H])[H])[H])[H])([H])[H])[H])=C([H])[H])([H])[H])([H])[H])[H])C([H])([H])[H],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00016566,C1(=C(C(=C2C(=C1[H])N(C3=C2C(C4(C3(C5(C(C(C4([H])[H])([H])[H])(C67C(=C(C5([H])[H])[H])OC8(C(C6(O7)[H])(OC(OC8(C([H])([H])[H])C([H])([H])[H])(C(=C(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H])O[H])C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])[H])[H])[H],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00051951,C1=2C(CCC(C1)O)(C3C(CC2)C4C(CC3)(C5C(C4)OC(C5C)(CCC(C=O)C)O)C)C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00051953,C1C(CC2(C(C1)(C3(C(CC2)(C4(C(CC3)(C5(C(C4)(OC6(C5C)NCC(CC6)C)[H])[H])C)[H])[H])[H])C)[H])OC7OC(C(C(C7O)O)O)CO,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
